,School,Nearest Hospital,Hopsital Address,Distance (miles)
2007,The King David School,Marie Stopes International East St Kilda,338 Dandenong Road Dandenong VIC 3183,0.2
2008,Westbourne Grammar School,Wyndham Clinic,242A Hoppers Lane Wyndham VIC 3030,2.82
2009,Nazareth School,Epworth Geelong,1 Epworth Place Epworth VIC 3216,1.48
2010,St Augustine's Primary School,Keilor Private,12A Kennedy Street Brimbank VIC 3036,0.96
2011,St Anthony's School,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,10.24
2012,St Thomas the Apostle School,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,1.72
2013,St Luke's School,Knox Private Hospital,262 Mountain Highway Knox VIC 3152,0.51
2014,St Peter's School,Dr Scope,493 Ballarat Road Brimbank VIC 3020,1.71
2015,Northside Christian College,Victorian Gut Centre,119 Plenty Road Whittlesea VIC 3083,0.43
2016,St John's College Preston,Panch Day Surgery Centre,84-90 Hotham Street Darebin VIC 3072,0.5
2017,Good Shepherd Lutheran Primary School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,2.12
2018,Oxley Christian College,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,3.26
2019,Olivet Christian College,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,22.73
2020,Covenant College,St John of God Geelong Hospital,80 Myers Street Myers VIC 3220,4.32
2021,Mountain District Christian School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,9.55
2022,Catholic College Wodonga,Murray Valley Private Hospital,2/69 Nordsvan Drive Wodonga VIC 3690,0.99
2023,Caroline Chisholm Catholic College,Dr Scope,493 Ballarat Road Brimbank VIC 3020,1.11
2024,St Thomas More School,Ballarat Day Procedure Centre,1117-1123 Howitt Street Ballarat VIC 3355,1.99
2025,St Mary's School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,6.0
2026,St Anne's School,Donvale Rehabilitation Hospital,1119-1121 Doncaster Road Manningham VIC 3109,2.82
2027,St Gabriel's School,Maryvale Private Hospital,286 Maryvale Road Latrobe VIC 3840,5.37
2028,Our Lady's School,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,5.55
2029,St Augustine's School,Frankston Radiation Oncology Centre,26 Frankston-flinders Road Frankston VIC 3199,1.4
2030,St Francis of Assisi School,Northpark Private Hospital,10 Greenhills Road Whittlesea VIC 3083,1.82
2031,Loyola College,Victorian Gut Centre,119 Plenty Road Whittlesea VIC 3083,1.27
2032,Catholic Regional College,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,11.47
2033,Newhaven College,Beleura Private Hospital,925 Nepean Highway Nepean VIC 3931,21.8
2034,St John's Lutheran School,South West Regional Cancer Centre,26 Ryot Street Warrnambool VIC 3280,48.04
2035,Middle School – Highton,Epworth Geelong,1 Epworth Place Epworth VIC 3216,0.76
2036,Billanook College,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,3.11
2037,Fitzroy Community School,Skin & Cancer Foundation Incorporated,80 Drummond Street Melbourne VIC 3053,1.26
2038,St Paul Apostle South School,Dandenong Eye Clinic & Day Surgery Centre,1-3 Falkiner Crescent Falkiner VIC 3175,1.94
2039,St Andrew's School,Monash Surgical Private Hospital,252-256 Clayton Road Monash VIC 3168,1.16
2040,St Thomas More's School,Beleura Private Hospital,925 Nepean Highway Nepean VIC 3931,3.39
2041,St Francis' School,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,23.63
2042,Creek Street Christian College,St John of God Bendigo Hospital,133-145 Lily Street Lily VIC 3550,0.48
2043,Good Shepherd College,St John of God Warrnambool Hospital,136 Botanic Road Warrnambool VIC 3280,47.8
2044,Plenty Valley Christian College,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,6.56
2045,St James the Apostle School,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,1.46
2046,St Simon's School,The Valley Private Hospital,535-559 Police Road Monash VIC 3170,1.98
2047,Queen of Peace Primary School,Altona Endoscopy Centre,3-5 Sargood Street Sargood VIC 3018,2.05
2048,Don Bosco School,Casey Day Procedure and Specialist Centre,30-32 Verdun Drive Casey VIC 3805,0.09
2049,Our Lady Star of the Sea School,The Geelong Clinic,94-102 Townsend Road Townsend VIC 3219,9.67
2050,Catholic Regional College Institute of Training,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,0.79
2051,Catholic Regional College North Keilor,Keilor Private,12A Kennedy Street Brimbank VIC 3036,2.08
2052,Village School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,3.14
2053,Bayside Christian College,Peninsula Private Hospital,525 Mcclelland Drive Frankston VIC 3910,1.49
2054,Andale School,St Vincent's Private Hospital Kew,5 Studley Avenue Boroondara VIC 3101,0.66
2055,Trinity Lutheran College,Mildura Base Hospital,216-240 Ontario Avenue Mildura VIC 3500,1.37
2056,Goulburn Valley Grammar School,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,2.21
2057,The Knox School,Vermont Private Hospital,645-647 Burwood Hwy Whitehorse VIC 3133,1.17
2058,Heathdale Christian College,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,0.28
2059,Hillcrest Christian College,Casey Radiation Oncology Centre,2/55 Kangan Drive Casey VIC 3806,2.9
2060,St Paul's Anglican Grammar School,Neerim District Health Service,29-39 Church Road Church VIC 3831,8.77
2061,Sunshine Christian School,Dr Scope,493 Ballarat Road Brimbank VIC 3020,0.67
2062,Frank Dando Sports Academy,Skin Cancer Day Surgery,19 Cleveland Road Monash VIC 3147,0.22
2063,Beaconhills College,St John of God Berwick Day Oncology Centre,1/55 Kangan Drive Casey VIC 3806,6.75
2064,Ghilgai School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,2.16
2065,St Bernadette's Catholic Primary School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,2.33
2066,St Catherine's School,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,1.12
2067,St Anthony's School,Specialist Surgicentre Geelong,200 Malop Street Malop VIC 3220,9.33
2068,St Mary's School,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,11.31
2069,St Charles Borromeo School,Donvale Rehabilitation Hospital,1119-1121 Doncaster Road Manningham VIC 3109,1.85
2070,River City Christian College,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,40.7
2071,Belgrave Heights Christian School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,6.1
2072,Oakleigh Grammar,Skin Cancer Day Surgery,19 Cleveland Road Monash VIC 3147,2.28
2073,Worawa Aboriginal College,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,14.81
2074,Kerang Christian College,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,73.73
2075,St Andrews Christian College,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,1.81
2076,Chairo Christian School,Neerim District Health Service,29-39 Church Road Church VIC 3831,9.33
2077,Australian International Academy of Education,Coburg Endoscopy Centre,15 Munro Street Moreland VIC 3058,0.6
2078,Flinders Christian Community College,Beleura Private Hospital,925 Nepean Highway Nepean VIC 3931,6.92
2079,St Mary MacKillop Primary School,Keilor Private,12A Kennedy Street Brimbank VIC 3036,1.65
2080,St Catherine of Siena School,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,11.47
2081,St Paul's School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,7.88
2082,Our Lady of Fatima School,Rosebud SurgiCentre,1537 Pine Road Pine VIC 3940,1.0
2083,St Justin's School,The Valley Private Hospital,535-559 Police Road Monash VIC 3170,1.9
2084,Grace Christian College Wodonga,Murray Valley Private Hospital,2/69 Nordsvan Drive Wodonga VIC 3690,1.43
2085,St Richard's Primary School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,1.81
2086,Holy Trinity School,The Melbourne Eastern Private Hospital,153-159 Scoresby Road Knox VIC 3155,2.06
2087,Melton Christian College,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,10.88
2088,Mansfield Rudolf Steiner School,Euroa Health Inc,36 Kennedy Street Strathbogie VIC 3666,35.35
2089,St Paul Apostle North School,Dandenong Eye Clinic & Day Surgery Centre,1-3 Falkiner Crescent Falkiner VIC 3175,2.2
2090,Corpus Christi School,Werribee Endoscopy Centre,179 Princes Highway Wyndham VIC 3030,1.85
2091,Nazareth College,The Valley Private Hospital,535-559 Police Road Monash VIC 3170,0.97
2092,St Therese School,Epworth Geelong,1 Epworth Place Epworth VIC 3216,8.76
2093,Japanese School of Melbourne,Glen Eira Day Surgery,544 Hawthorn Road Hawthorn VIC 3162,0.55
2094,Mary MacKillop Catholic Regional College,Maryvale Private Hospital,286 Maryvale Road Latrobe VIC 3840,30.21
2095,King's College,St John of God Warrnambool Hospital,136 Botanic Road Warrnambool VIC 3280,1.58
2096,Sophia Mundi Steiner School,The Melbourne Clinic,130 Church Street Yarra VIC 3121,0.82
2097,Al-Taqwa College,Wyndham Clinic,242A Hoppers Lane Wyndham VIC 3030,2.64
2098,Overnewton Anglican Community College,Keilor Private,12A Kennedy Street Brimbank VIC 3036,1.08
2099,St Joachim's School,St John of God Frankston Rehabilitation Hospital,251-265 Cranbourne Road Frankston VIC 3199,3.63
2100,Holy Trinity Primary School,Diaverum Diamond Valley Dialysis Clinic,15 Grimshaw Street Banyule VIC 3088,1.6
2101,St Carlo Borromeo School,Keilor Private,12A Kennedy Street Brimbank VIC 3036,5.46
2102,Little Yarra Steiner School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,18.76
2103,St Mary MacKillop College,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,105.55
2104,St Kevin's School,The Hampton Park Women's Health Care Centre,4 Warana Drive Casey VIC 3976,0.54
2105,Bacchus Marsh Grammar,Ballan District Health & Care,33 Cowie Street Moorabool VIC 3342,13.07
2106,St Peter's College,The Hampton Park Women's Health Care Centre,4 Warana Drive Casey VIC 3976,5.34
2107,Lighthouse Christian College,Chelsea Heights Day Surgery & Endoscopy,93 Wells Road Kingston VIC 3196,2.29
2108,Alphington Grammar School,Darebin Endoscopy Services,42 Station Street Darebin VIC 3078,1.02
2109,St Therese's School,The Hampton Park Women's Health Care Centre,4 Warana Drive Casey VIC 3976,3.16
2110,St Ita's School,Neerim District Health Service,29-39 Church Road Church VIC 3831,9.12
2111,Yarralinda School,Marie Stopes International Maroondah,415 Dorset Road Maroondah VIC 3136,3.65
2112,Lumen Christi School,St John of God Ballarat Hospital,101 Drummond Street Ballarat VIC 3350,2.29
2113,Castlemaine Steiner School & Kindergarten,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,22.82
2114,The Kilmore International School,Goonawarra Day Hospital,11 Dornoch Drive Hume VIC 3429,22.25
2115,St Mary's Coptic Orthodox College,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,4.3
2116,Mansfield Autism Statewide Services,Euroa Health Inc,36 Kennedy Street Strathbogie VIC 3666,35.33
2117,Minaret College,Springvale Endoscopy Centre and Day Hospital,20 Balmoral Avenue Balmoral VIC 3171,0.72
2118,Victory Lutheran College,Murray Valley Private Hospital,2/69 Nordsvan Drive Wodonga VIC 3690,2.29
2119,Son Centre Christian College,Bendigo Day Surgery,1-7 Chum Street Chum VIC 3555,103.5
2120,Girton Grammar School,St John of God Bendigo Hospital,133-145 Lily Street Lily VIC 3550,0.38
2121,St Francis of the Fields School,St John of God Bendigo Hospital,133-145 Lily Street Lily VIC 3550,6.14
2122,Galilee Regional Catholic Primary School,Albert Road Clinic,31-33 Albert Road Albert VIC 3004,0.96
2123,Casey Grammar School,Casey Radiation Oncology Centre,2/55 Kangan Drive Casey VIC 3806,5.32
2124,St Brendan's School,Peninsula Private Hospital,525 Mcclelland Drive Frankston VIC 3910,5.23
2125,Mary MacKillop School,Casey Day Procedure and Specialist Centre,30-32 Verdun Drive Casey VIC 3805,2.0
2126,Bethany Catholic Primary School,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,1.16
2127,Victory Christian College,St John of God Bendigo Hospital,133-145 Lily Street Lily VIC 3550,3.09
2128,Ilim College,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,3.88
2129,Penola Catholic College,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,2.92
2130,Christian College Bellarine,The Geelong Clinic,94-102 Townsend Road Townsend VIC 3219,9.85
2131,Good Samaritan Catholic Primary School,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,4.5
2132,Erasmus Primary School,Glenferrie Private Hospital,29 Hilda Crescent Boroondara VIC 3122,0.53
2133,Kardinia International College,St John of God Geelong Hospital,80 Myers Street Myers VIC 3220,3.29
2134,Holy Cross Primary School,Goonawarra Day Hospital,11 Dornoch Drive Hume VIC 3429,11.94
2135,St Catherine's Primary School,Casey Radiation Oncology Centre,2/55 Kangan Drive Casey VIC 3806,1.75
2136,Good News Lutheran College,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,1.69
2137,Sirius College,Dorset Rehabilitation Centre,146 Derby Street Moreland VIC 3044,2.73
2138,Emmaus Catholic Primary School,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,0.89
2139,Red Rock Christian College,Goonawarra Day Hospital,11 Dornoch Drive Hume VIC 3429,4.82
2140,Maharishi School of the Age of Enlightenment,Reservoir Private Hospital Day Procedure Centre,73-75 Pine Street Darebin VIC 3073,1.48
2141,Thomas Carr College,Westpoint Endoscopy Day Hospital,243 Heaths Road Wyndham VIC 3030,2.39
2142,St Thomas Primary School,The Geelong Clinic,94-102 Townsend Road Townsend VIC 3219,8.88
2143,Shepparton Christian College Ltd,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,0.47
2144,Darul Ulum College of Victoria,Reservoir Private Hospital Day Procedure Centre,73-75 Pine Street Darebin VIC 3073,1.68
2145,St Thomas Aquinas College,St John of God Berwick Day Oncology Centre,1/55 Kangan Drive Casey VIC 3806,15.4
2146,Bairnsdale Christian Community School,Heyfield Hospital Incorporated,14-16 Licola Road Wellington VIC 3858,44.42
2147,East Preston Islamic College,Hyperbaric Health Wound Centre Bundoora,920 Plenty Road Darebin VIC 3083,1.28
2148,Clairvaux Catholic School,Epworth Geelong,1 Epworth Place Epworth VIC 3216,1.24
2149,Dandenong Ranges Steiner School,Berwick Surgicentre,22 Langmore Lane Casey VIC 3806,5.57
2150,Aitken College,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,6.68
2151,Alia College,Epworth Rehabilitation Camberwell,888 Toorak Road Boroondara VIC 3124,0.55
2152,Ballarat Steiner School,St John of God Ballarat Hospital,101 Drummond Street Ballarat VIC 3350,5.8
2153,Christian College Institute of Senior Education,Epworth Geelong,1 Epworth Place Epworth VIC 3216,0.46
2154,Christ the Priest Catholic Primary School,St Albans Endoscopy Centre,328-330 Station Road Brimbank VIC 3021,2.31
2155,Freshwater Creek Steiner School,Epworth Geelong,1 Epworth Place Epworth VIC 3216,4.96
2156,Gisborne Montessori School,Goonawarra Day Hospital,11 Dornoch Drive Hume VIC 3429,11.98
2157,Mt Hira College,Chelsea Heights Day Surgery & Endoscopy,93 Wells Road Kingston VIC 3196,2.61
2158,Lumen Christi School,Wyndham Clinic,242A Hoppers Lane Wyndham VIC 3030,2.9
2159,Trinity Catholic Primary School,Casey Day Procedure and Specialist Centre,30-32 Verdun Drive Casey VIC 3805,2.3
2160,Columba Catholic School,Neerim District Health Service,29-39 Church Road Church VIC 3831,13.89
2161,Stott's Colleges,Melbourne Oral and Facial Surgery,63 Exhibition Street Melbourne VIC 3000,0.21
2162,OneSchool Global Vic,Epping Radiation Oncology Centre,230 Cooper Street Whittlesea VIC 3076,0.86
2163,Kamaruka,Toorak Cosmetic Surgery Day Centre,109 Mathoura Road Stonnington VIC 3142,0.62
2164,Geelong Baptist College,Specialist Surgicentre Geelong,200 Malop Street Malop VIC 3220,5.98
2165,Lavalla Catholic College,Maryvale Private Hospital,286 Maryvale Road Latrobe VIC 3840,5.29
2166,Mildura Christian College,Mildura Base Hospital,216-240 Ontario Avenue Mildura VIC 3500,4.27
2167,Haileybury Girls College,Chelsea Heights Day Surgery & Endoscopy,93 Wells Road Kingston VIC 3196,2.69
2168,Antonine College,Coburg Endoscopy Centre,15 Munro Street Moreland VIC 3058,1.24
2169,Ozford College,Specialist Surgicentre Docklands,22 Rakaia Way Melbourne VIC 3008,0.74
2170,Berry Street Victoria Inc,Noble Park Endoscopy Centre,1304 Heatherton Road Heatherton VIC 3174,1.0
2171,Yesodei HaTorah College,St Kilda Day Hospital,26A Dickens Street Dickens VIC 3184,0.07
2172,Cana Catholic Primary School,Sydenham Day Surgery,566 Melton Highway Brimbank VIC 3037,0.73
2173,Holmes Secondary College,Victoria Parade Surgery Centre,100 Victoria Parade Melbourne VIC 3002,0.19
2174,St Luke's Catholic Primary School,Shepparton Private Hospital,20 Fitzgerald Street Fitzgerald VIC 3630,2.41
2175,"St Francis of Assisi Primary School, Wodonga",Murray Valley Private Hospital,2/69 Nordsvan Drive Wodonga VIC 3690,4.32
2176,Indie School Wodonga,Murray Valley Private Hospital,2/69 Nordsvan Drive Wodonga VIC 3690,1.6
2177,Marymede Catholic College,Northpark Private Hospital,10 Greenhills Road Whittlesea VIC 3083,3.67
2178,Stella Maris Catholic Primary School,Wyndham Clinic,242A Hoppers Lane Wyndham VIC 3030,1.55
2179,Lakeside College,Casey Radiation Oncology Centre,2/55 Kangan Drive Casey VIC 3806,6.18
2180,Trinity Catholic School,The Melbourne Clinic,130 Church Street Yarra VIC 3121,0.48
2181,DOXA School Bendigo,St John of God Bendigo Hospital,133-145 Lily Street Lily VIC 3550,1.3
2182,Beechworth Montessori School,Murray Valley Private Hospital,2/69 Nordsvan Drive Wodonga VIC 3690,18.74
2183,Balcombe Grammar School,Mornington Endoscopy,350 Main Street Main VIC 3931,3.2
2184,Catholic Regional College Caroline Springs,St Albans Endoscopy Centre,328-330 Station Road Brimbank VIC 3021,2.42
2185,Ballarat Christian College,St John of God Ballarat Hospital,101 Drummond Street Ballarat VIC 3350,2.45
