,School,Nearest Hospital,Hopsital Address,Distance (miles)
2007,The King David School,Caulfield General Medical Centre,260 Kooyong Road Caulfield VIC 3162,1.7
2008,Westbourne Grammar School,Mercy Public Hospitals Inc (Werribee),300-310 Princes Highway Werribee VIC 3030,2.79
2009,Nazareth School,University Hospital Geelong,272-322 Ryrie Street Geelong VIC 3220,4.03
2010,St Augustine's Primary School,Sunshine Hospital,176-190 Furlong Road Furlong VIC 3021,3.41
2011,St Anthony's School,Melton Health,195-209 Barries Road Barries VIC 3337,1.77
2012,St Thomas the Apostle School,Bundoora Extended Care Centre,1231 Plenty Road Bundoora VIC 3083,3.76
2013,St Luke's School,Wantirna Health,251 Mountain Highway Wantirna VIC 3152,0.6
2014,St Peter's School,Sunshine Hospital,176-190 Furlong Road Furlong VIC 3021,2.79
2015,Northside Christian College,Bundoora Extended Care Centre,1231 Plenty Road Bundoora VIC 3083,0.42
2016,St John's College Preston,Heidelberg Repatriation Hospital,300 Waterdale Road Waterdale VIC 3081,2.73
2017,Good Shepherd Lutheran Primary School,Maroondah Hospital,1-15 Davey Drive Davey VIC 3135,1.83
2018,Oxley Christian College,Yarra Ranges Health,25 Market Street Lilydale VIC 3140,2.58
2019,Olivet Christian College,Castlemaine Health,142 Cornish Street Castlemaine VIC 3450,2.5
2020,Covenant College,McKellar Centre (Geelong),45-99 Ballarat Road Ballarat VIC 3215,1.81
2021,Mountain District Christian School,Angliss Hospital,39 Albert Street Albert VIC 3156,8.14
2022,Catholic College Wodonga,Albury Wodonga Health (Wodonga),53-81 Vermont Street Wodonga VIC 3690,0.97
2023,Caroline Chisholm Catholic College,Ursula Frayne Centre,160 Gordon Street Footscray VIC 3011,2.06
2024,St Thomas More School,"Queen Elizabeth Centre, The (Ballarat QEC)",102 Ascot Street Ascot VIC 3350,2.41
2025,St Mary's School,Yarra Ranges Health,25 Market Street Lilydale VIC 3140,3.38
2026,St Anne's School,Maroondah Hospital,1-15 Davey Drive Davey VIC 3135,3.08
2027,St Gabriel's School,Latrobe Regional Hospital,10 Village Avenue Traralgon VIC 3844,3.05
2028,Our Lady's School,Craigieburn Health Service,274-304 Craigieburn Road Craigieburn VIC 3064,0.65
2029,St Augustine's School,Golf Links Road Rehabilitation Centre,125 Market Road Frankston VIC 3199,0.21
2030,St Francis of Assisi School,Bundoora Extended Care Centre,1231 Plenty Road Bundoora VIC 3083,2.5
2031,Loyola College,Bundoora Extended Care Centre,1231 Plenty Road Bundoora VIC 3083,1.43
2032,Catholic Regional College,Melton Health,195-209 Barries Road Barries VIC 3337,0.79
2033,Newhaven College,Bass Coast Health,235 Graham Street Wonthaggi VIC 3995,18.65
2034,St John's Lutheran School,Portland District Health,141-151 Bentinck Street Portland VIC 3305,1.39
2035,Middle School – Highton,University Hospital Geelong,272-322 Ryrie Street Geelong VIC 3220,3.69
2036,Billanook College,Yarra Ranges Health,25 Market Street Lilydale VIC 3140,2.26
2037,Fitzroy Community School,Royal Dental Hospital (Melbourne),720 Swanston Street Carlton VIC 3053,1.09
2038,St Paul Apostle South School,Dandenong Hospital,135 David Street Dandenong VIC 3175,2.17
2039,St Andrew's School,Monash Medical Centre (Clayton),246 Clayton Road Clayton VIC 3168,1.29
2040,St Thomas More's School,Golf Links Road Rehabilitation Centre,125 Market Road Frankston VIC 3199,3.15
2041,St Francis' School,Nathalia District Hospital,36-44 Mcdonell Street Nathalia VIC 3638,0.57
2042,Creek Street Christian College,Bendigo Health (Anne Caudle),100A Barnard Street Bendigo VIC 3550,1.09
2043,Good Shepherd College,Hamilton Base Hospital,20 Foster Street Hamilton VIC 3300,2.4
2044,Plenty Valley Christian College,The Northern Hospital,185 Cooper Street Epping VIC 3076,7.3
2045,St James the Apostle School,Mercy Public Hospitals Inc (Werribee),300-310 Princes Highway Werribee VIC 3030,2.07
2046,St Simon's School,Dandenong Hospital,135 David Street Dandenong VIC 3175,3.83
2047,Queen of Peace Primary School,Mercy Public Hospitals Inc (Werribee),300-310 Princes Highway Werribee VIC 3030,5.11
2048,Don Bosco School,Casey Hospital,62-70 Kangan Drive Berwick VIC 3806,2.18
2049,Our Lady Star of the Sea School,University Hospital Geelong,272-322 Ryrie Street Geelong VIC 3220,12.15
2050,Catholic Regional College Institute of Training,Sunshine Hospital,176-190 Furlong Road Furlong VIC 3021,4.86
2051,Catholic Regional College North Keilor,Sunshine Hospital,176-190 Furlong Road Furlong VIC 3021,4.18
2052,Village School,Yarra Ranges Health,25 Market Street Lilydale VIC 3140,3.15
2053,Bayside Christian College,Golf Links Road Rehabilitation Centre,125 Market Road Frankston VIC 3199,0.83
2054,Andale School,St George's Health Service (Aged Care),283 Cotham Road Kew VIC 3101,0.97
2055,Trinity Lutheran College,Mildura Base Hospital,216-240 Ontario Avenue Mildura VIC 3500,1.37
2056,Goulburn Valley Grammar School,Shepparton Hospital,2-48 Graham Street Shepparton VIC 3630,2.54
2057,The Knox School,Wantirna Health,251 Mountain Highway Wantirna VIC 3152,1.25
2058,Heathdale Christian College,Mercy Public Hospitals Inc (Werribee),300-310 Princes Highway Werribee VIC 3030,1.02
2059,Hillcrest Christian College,Casey Hospital,62-70 Kangan Drive Berwick VIC 3806,2.89
2060,St Paul's Anglican Grammar School,West Gippsland Healthcare Group (Warragul),41 Landsborough Street Warragul VIC 3820,1.73
2061,Sunshine Christian School,Sunshine Hospital,176-190 Furlong Road Furlong VIC 3021,1.24
2062,Frank Dando Sports Academy,"Peter James Centre, The",321-345 Burwood Highway Burwood VIC 3131,3.17
2063,Beaconhills College,Casey Hospital,62-70 Kangan Drive Berwick VIC 3806,6.66
2064,Ghilgai School,Maroondah Hospital,1-15 Davey Drive Davey VIC 3135,3.8
2065,St Bernadette's Catholic Primary School,Angliss Hospital,39 Albert Street Albert VIC 3156,3.09
2066,St Catherine's School,The Northern Hospital,185 Cooper Street Epping VIC 3076,1.11
2067,St Anthony's School,McKellar Centre (Geelong),45-99 Ballarat Road Ballarat VIC 3215,7.77
2068,St Mary's School,The Northern Hospital,185 Cooper Street Epping VIC 3076,11.3
2069,St Charles Borromeo School,Box Hill Hospital,8 Arnold Street Arnold VIC 3128,3.74
2070,River City Christian College,Echuca Regional Health,226 Service Street Echuca VIC 3564,1.05
2071,Belgrave Heights Christian School,Angliss Hospital,39 Albert Street Albert VIC 3156,2.26
2072,Oakleigh Grammar,Monash Medical Centre (Moorabbin),823-865 Centre Road Centre VIC 3165,2.02
2073,Worawa Aboriginal College,Healesville and District Hospital,377 Maroondah Highway Healesville VIC 3777,2.81
2074,Kerang Christian College,Kerang District Health,13-15 Burgoyne Street Kerang VIC 3579,0.49
2075,St Andrews Christian College,Wantirna Health,251 Mountain Highway Wantirna VIC 3152,2.04
2076,Chairo Christian School,West Gippsland Healthcare Group (Warragul),41 Landsborough Street Warragul VIC 3820,3.43
2077,Australian International Academy of Education,Royal Melbourne Hospital (Royal Park Campus),34-56 Poplar Road Parkville VIC 3052,3.05
2078,Flinders Christian Community College,Golf Links Road Rehabilitation Centre,125 Market Road Frankston VIC 3199,6.24
2079,St Mary MacKillop Primary School,Sunshine Hospital,176-190 Furlong Road Furlong VIC 3021,3.19
2080,St Catherine of Siena School,Melton Health,195-209 Barries Road Barries VIC 3337,0.72
2081,St Paul's School,Angliss Hospital,39 Albert Street Albert VIC 3156,5.78
2082,Our Lady of Fatima School,Rosebud Hospital,1527 Pascoe Road Pascoe VIC 3940,0.96
2083,St Justin's School,Monash Medical Centre (Clayton),246 Clayton Road Clayton VIC 3168,3.73
2084,Grace Christian College Wodonga,Albury Wodonga Health (Wodonga),53-81 Vermont Street Wodonga VIC 3690,1.8
2085,St Richard's Primary School,Maroondah Hospital,1-15 Davey Drive Davey VIC 3135,3.63
2086,Holy Trinity School,Wantirna Health,251 Mountain Highway Wantirna VIC 3152,2.22
2087,Melton Christian College,Melton Health,195-209 Barries Road Barries VIC 3337,0.95
2088,Mansfield Rudolf Steiner School,Mansfield District Hospital,51-53 Highett Street Mansfield VIC 3722,0.27
2089,St Paul Apostle North School,Dandenong Hospital,135 David Street Dandenong VIC 3175,2.5
2090,Corpus Christi School,Mercy Public Hospitals Inc (Werribee),300-310 Princes Highway Werribee VIC 3030,2.57
2091,Nazareth College,"Queen Elizabeth Centre, The",37-53 Thomas Street Thomas VIC 3174,2.4
2092,St Therese School,University Hospital Geelong,272-322 Ryrie Street Geelong VIC 3220,12.08
2093,Japanese School of Melbourne,Calvary Health Care Bethlehem,476-482 Kooyong Road Kooyong VIC 3162,0.45
2094,Mary MacKillop Catholic Regional College,Gippsland Southern Health Service (Leongatha),64 Koonwarra Road Leongatha VIC 3953,1.6
2095,King's College,South West Healthcare (Warrnambool),25 Ryot Street Warrnambool VIC 3280,2.21
2096,Sophia Mundi Steiner School,Caritas Christi Hospice Ltd,104 Kooyong Road Kew VIC 3101,0.59
2097,Al-Taqwa College,Mercy Public Hospitals Inc (Werribee),300-310 Princes Highway Werribee VIC 3030,2.6
2098,Overnewton Anglican Community College,Sunshine Hospital,176-190 Furlong Road Furlong VIC 3021,3.7
2099,St Joachim's School,Frankston Hospital,2 Hastings Road Frankston VIC 3199,4.23
2100,Holy Trinity Primary School,Bundoora Extended Care Centre,1231 Plenty Road Bundoora VIC 3083,4.42
2101,St Carlo Borromeo School,Broadmeadows Health Service,35-57 Johnstone Street Jacana VIC 3047,2.51
2102,Little Yarra Steiner School,Healesville and District Hospital,377 Maroondah Highway Healesville VIC 3777,11.62
2103,St Mary MacKillop College,Swan Hill District Health (Swan Hill),50-54 Splatt Street Splatt VIC 3585,0.09
2104,St Kevin's School,Casey Hospital,62-70 Kangan Drive Berwick VIC 3806,4.36
2105,Bacchus Marsh Grammar,Djerriwarrh Health Services (Bacchus Marsh),29-35 Grant Street Grant VIC 3340,0.84
2106,St Peter's College,Cranbourne Integrated Care Centre,140-154 Sladen Street Cranbourne VIC 3977,1.32
2107,Lighthouse Christian College,"Queen Elizabeth Centre, The",37-53 Thomas Street Thomas VIC 3174,2.76
2108,Alphington Grammar School,Royal Talbot Rehabilitation Centre,1 Yarra Boulevard Kew VIC 3101,0.91
2109,St Therese's School,Cranbourne Integrated Care Centre,140-154 Sladen Street Cranbourne VIC 3977,2.58
2110,St Ita's School,West Gippsland Healthcare Group (Warragul),41 Landsborough Street Warragul VIC 3820,4.52
2111,Yarralinda School,Yarra Ranges Health,25 Market Street Lilydale VIC 3140,1.54
2112,Lumen Christi School,"Queen Elizabeth Centre, The (Ballarat QEC)",102 Ascot Street Ascot VIC 3350,1.76
2113,Castlemaine Steiner School & Kindergarten,Castlemaine Health,142 Cornish Street Castlemaine VIC 3450,3.67
2114,The Kilmore International School,Kilmore and District Hospital,1 Anderson Road Kilmore VIC 3764,0.28
2115,St Mary's Coptic Orthodox College,Broadmeadows Health Service,35-57 Johnstone Street Jacana VIC 3047,2.19
2116,Mansfield Autism Statewide Services,Mansfield District Hospital,51-53 Highett Street Mansfield VIC 3722,0.22
2117,Minaret College,Monash Medical Centre (Clayton),246 Clayton Road Clayton VIC 3168,1.92
2118,Victory Lutheran College,Albury Wodonga Health (Wodonga),53-81 Vermont Street Wodonga VIC 3690,2.18
2119,Son Centre Christian College,Swan Hill District Health (Swan Hill),50-54 Splatt Street Splatt VIC 3585,2.61
2120,Girton Grammar School,Bendigo Health (Anne Caudle),100A Barnard Street Bendigo VIC 3550,0.89
2121,St Francis of the Fields School,"Bendigo Hospital, The",62 Lucan Street Bendigo VIC 3550,5.8
2122,Galilee Regional Catholic Primary School,The Alfred,55 Commercial Road Melbourne VIC 3004,1.63
2123,Casey Grammar School,Cranbourne Integrated Care Centre,140-154 Sladen Street Cranbourne VIC 3977,0.71
2124,St Brendan's School,Golf Links Road Rehabilitation Centre,125 Market Road Frankston VIC 3199,4.32
2125,Mary MacKillop School,Casey Hospital,62-70 Kangan Drive Berwick VIC 3806,3.91
2126,Bethany Catholic Primary School,Mercy Public Hospitals Inc (Werribee),300-310 Princes Highway Werribee VIC 3030,2.33
2127,Victory Christian College,Bendigo Health (Anne Caudle),100A Barnard Street Bendigo VIC 3550,2.85
2128,Ilim College,Broadmeadows Health Service,35-57 Johnstone Street Jacana VIC 3047,1.41
2129,Penola Catholic College,Broadmeadows Health Service,35-57 Johnstone Street Jacana VIC 3047,0.37
2130,Christian College Bellarine,University Hospital Geelong,272-322 Ryrie Street Geelong VIC 3220,11.42
2131,Good Samaritan Catholic Primary School,Craigieburn Health Service,274-304 Craigieburn Road Craigieburn VIC 3064,2.03
2132,Erasmus Primary School,St George's Health Service (Aged Care),283 Cotham Road Kew VIC 3101,1.72
2133,Kardinia International College,McKellar Centre (Geelong),45-99 Ballarat Road Ballarat VIC 3215,0.78
2134,Holy Cross Primary School,Sunbury Day Hospital,7 Macedon Street Sunbury VIC 3429,11.18
2135,St Catherine's Primary School,Casey Hospital,62-70 Kangan Drive Berwick VIC 3806,1.79
2136,Good News Lutheran College,Mercy Public Hospitals Inc (Werribee),300-310 Princes Highway Werribee VIC 3030,2.76
2137,Sirius College,Broadmeadows Health Service,35-57 Johnstone Street Jacana VIC 3047,1.22
2138,Emmaus Catholic Primary School,Sunshine Hospital,176-190 Furlong Road Furlong VIC 3021,4.76
2139,Red Rock Christian College,Sunbury Day Hospital,7 Macedon Street Sunbury VIC 3429,4.27
2140,Maharishi School of the Age of Enlightenment,Bundoora Extended Care Centre,1231 Plenty Road Bundoora VIC 3083,1.95
2141,Thomas Carr College,Mercy Public Hospitals Inc (Werribee),300-310 Princes Highway Werribee VIC 3030,2.63
2142,St Thomas Primary School,University Hospital Geelong,272-322 Ryrie Street Geelong VIC 3220,10.69
2143,Shepparton Christian College Ltd,Shepparton Hospital,2-48 Graham Street Shepparton VIC 3630,0.91
2144,Darul Ulum College of Victoria,Broadmeadows Health Service,35-57 Johnstone Street Jacana VIC 3047,3.51
2145,St Thomas Aquinas College,Kooweerup Regional Health Service,215 Rossiter Road Rossiter VIC 3981,11.12
2146,Bairnsdale Christian Community School,Bairnsdale Regional Health Service,122 Day Street Bairnsdale VIC 3875,1.76
2147,East Preston Islamic College,Heidelberg Repatriation Hospital,300 Waterdale Road Waterdale VIC 3081,1.65
2148,Clairvaux Catholic School,University Hospital Geelong,272-322 Ryrie Street Geelong VIC 3220,3.24
2149,Dandenong Ranges Steiner School,Angliss Hospital,39 Albert Street Albert VIC 3156,5.86
2150,Aitken College,Craigieburn Health Service,274-304 Craigieburn Road Craigieburn VIC 3064,2.69
2151,Alia College,O'Connell Family Centre,6 Katamatite-nathalia Road Canterbury VIC 3126,2.07
2152,Ballarat Steiner School,"Queen Elizabeth Centre, The (Ballarat QEC)",102 Ascot Street Ascot VIC 3350,5.42
2153,Christian College Institute of Senior Education,University Hospital Geelong,272-322 Ryrie Street Geelong VIC 3220,4.2
2154,Christ the Priest Catholic Primary School,Sunshine Hospital,176-190 Furlong Road Furlong VIC 3021,4.38
2155,Freshwater Creek Steiner School,University Hospital Geelong,272-322 Ryrie Street Geelong VIC 3220,9.03
2156,Gisborne Montessori School,Sunbury Day Hospital,7 Macedon Street Sunbury VIC 3429,11.23
2157,Mt Hira College,"Queen Elizabeth Centre, The",37-53 Thomas Street Thomas VIC 3174,2.89
2158,Lumen Christi School,Mercy Public Hospitals Inc (Werribee),300-310 Princes Highway Werribee VIC 3030,3.0
2159,Trinity Catholic Primary School,Casey Hospital,62-70 Kangan Drive Berwick VIC 3806,2.77
2160,Columba Catholic School,West Gippsland Healthcare Group (Warragul),41 Landsborough Street Warragul VIC 3820,12.77
2161,Stott's Colleges,Royal Victorian Eye and Ear Hospital,32 Gisborne Street Gisborne VIC 3002,0.36
2162,OneSchool Global Vic,The Northern Hospital,185 Cooper Street Epping VIC 3076,1.23
2163,Kamaruka,The Alfred,55 Commercial Road Melbourne VIC 3004,1.01
2164,Geelong Baptist College,McKellar Centre (Geelong),45-99 Ballarat Road Ballarat VIC 3215,3.61
2165,Lavalla Catholic College,Latrobe Regional Hospital,10 Village Avenue Traralgon VIC 3844,2.64
2166,Mildura Christian College,Mildura Base Hospital,216-240 Ontario Avenue Mildura VIC 3500,4.27
2167,Haileybury Girls College,"Queen Elizabeth Centre, The",37-53 Thomas Street Thomas VIC 3174,2.44
2168,Antonine College,Royal Melbourne Hospital (Royal Park Campus),34-56 Poplar Road Parkville VIC 3052,2.58
2169,Ozford College,Peter MacCallum Cancer Centre,305 Grattan Street Melbourne VIC 3000,0.9
2170,Berry Street Victoria Inc,"Queen Elizabeth Centre, The",37-53 Thomas Street Thomas VIC 3174,0.91
2171,Yesodei HaTorah College,The Alfred,55 Commercial Road Melbourne VIC 3004,1.91
2172,Cana Catholic Primary School,Sunshine Hospital,176-190 Furlong Road Furlong VIC 3021,6.23
2173,Holmes Secondary College,Royal Victorian Eye and Ear Hospital,32 Gisborne Street Gisborne VIC 3002,0.23
2174,St Luke's Catholic Primary School,Shepparton Hospital,2-48 Graham Street Shepparton VIC 3630,2.71
2175,"St Francis of Assisi Primary School, Wodonga",Albury Wodonga Health (Wodonga),53-81 Vermont Street Wodonga VIC 3690,4.45
2176,Indie School Wodonga,Albury Wodonga Health (Wodonga),53-81 Vermont Street Wodonga VIC 3690,1.1
2177,Marymede Catholic College,The Northern Hospital,185 Cooper Street Epping VIC 3076,4.21
2178,Stella Maris Catholic Primary School,Mercy Public Hospitals Inc (Werribee),300-310 Princes Highway Werribee VIC 3030,1.65
2179,Lakeside College,Casey Hospital,62-70 Kangan Drive Berwick VIC 3806,6.1
2180,Trinity Catholic School,Caritas Christi Hospice Ltd,104 Kooyong Road Kew VIC 3101,0.86
2181,DOXA School Bendigo,Bendigo Health (Anne Caudle),100A Barnard Street Bendigo VIC 3550,0.44
2182,Beechworth Montessori School,Beechworth Health Service,52 Sydney Road Beechworth VIC 3747,1.19
2183,Balcombe Grammar School,The Mornington Centre,24 Separation Street Mornington VIC 3931,3.02
2184,Catholic Regional College Caroline Springs,Sunshine Hospital,176-190 Furlong Road Furlong VIC 3021,4.7
2185,Ballarat Christian College,"Queen Elizabeth Centre, The (Ballarat QEC)",102 Ascot Street Ascot VIC 3350,2.0
